Roll No,Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Extracurricular,MSE s1,MSE s2,MSE s3,MSE s4,MSE s5,CGPA,Grade
3266,20,1,2,7.885096015,6,0,2,0,0,22,16,16,13,20,7.907914496,B
3267,20,0,3,6.847503927,16,0,3,0,0,21,16,16,13,7,7.375742863,B
3268,20,1,2,8.916917431,0,1,3,0,0,23,16,16,16,8,8.289778314,A
3269,20,0,3,11.1317859,4,1,2,1,1,24,17,17,15,18,8.841648352,A
3270,20,0,2,12.62520954,24,0,1,1,1,25,18,18,18,16,8.772501875,A
3271,20,0,2,5.915533967,5,0,2,0,0,21,15,15,9,13,7.342829091,B
3272,20,0,1,20.32002962,25,1,3,0,0,30,20,20,20,20,9.5,A+
3273,20,0,3,16.36098083,1,0,2,1,1,28,19,19,20,20,9.98,A+
3274,20,1,1,10.24968546,26,1,3,0,0,24,17,17,19,15,8.190039577,A
3275,20,1,3,10.17973511,24,1,1,0,0,24,17,17,11,19,8.178942781,A
3276,20,1,3,12.19955077,15,0,0,1,1,25,18,18,17,16,8.87802095,A
3277,20,1,3,14.96380835,21,0,2,0,0,27,19,19,20,20,9.416913748,A+
3278,20,1,2,7.499136591,4,0,3,1,1,22,16,16,15,20,7.864964819,B
3279,20,1,2,8.161130436,4,0,2,0,0,22,16,16,16,16,8.016887475,A
3280,20,0,2,18.59120462,11,0,3,1,1,30,20,20,20,20,9.78,A+
3281,20,0,1,9.208409927,2,1,1,1,1,23,17,17,9,10,8.343908573,A
3282,20,1,2,11.13636664,29,0,2,0,0,24,17,17,13,18,8.239938719,A
3283,20,1,0,18.7753399,15,0,3,1,1,30,20,20,20,20,9.7,A+
3284,20,0,2,15.53785512,5,0,3,1,1,28,19,19,20,20,9.9,A+
3285,20,0,1,10.53774035,14,0,1,1,1,24,17,17,17,19,8.432662641,A
3286,20,0,1,15.85754849,14,1,2,0,0,28,19,19,20,20,9.72,A+
3287,20,1,1,5.528405573,28,0,3,0,0,20,15,15,17,12,6.808689588,C
3288,20,1,2,16.66555249,15,0,0,0,0,28,19,19,20,20,9.7,A+
3289,20,1,2,12.7980273,19,1,3,1,1,26,18,18,16,16,8.989769586,A
3290,20,0,0,17.87172229,12,0,2,1,1,29,20,20,20,20,9.76,A+
3291,20,0,2,20.07214125,11,0,1,0,0,30,20,20,20,20,9.78,A+
3292,20,1,1,19.62337744,9,0,3,0,0,30,20,20,20,20,9.82,A+
3293,20,1,2,19.36634512,13,1,1,1,1,30,20,20,20,20,9.74,A+
3294,20,0,2,13.18931043,1,0,4,0,0,26,18,18,18,19,9.4222009,A+
3295,20,0,2,10.82443289,28,1,3,0,0,24,17,17,19,17,8.252090541,A
3296,20,0,2,12.45610505,2,1,3,0,0,25,18,18,19,16,9.194990104,A+
3297,20,0,1,15.95393783,8,0,0,0,0,28,19,19,20,20,9.84,A+
3298,20,1,2,18.97329875,10,0,4,1,1,30,20,20,20,20,9.8,A+
3299,20,0,2,8.442009158,10,0,3,0,0,22,16,16,18,9,7.971963118,B
3300,20,0,2,19.50522691,24,0,1,0,0,30,20,20,20,20,9.52,A+
3301,20,0,2,17.90280361,21,1,2,1,1,29,20,20,20,20,9.58,A+
3302,20,1,0,20.44887135,9,0,1,0,0,30,20,20,20,20,9.82,A+
3303,20,1,2,18.91502758,25,0,4,0,0,30,20,20,20,20,9.5,A+
3304,20,0,2,9.576802906,13,1,3,1,1,23,17,17,10,13,8.252235972,A
3305,20,0,1,6.870425288,8,0,4,1,1,21,16,16,18,6,7.611788146,B
3306,20,0,0,6.968194453,19,0,3,0,0,21,16,16,8,19,7.410946576,B
3307,20,1,0,9.752362733,26,0,2,0,0,23,17,17,15,13,7.985509596,B
3308,20,1,3,14.77619126,20,0,1,0,0,27,18,18,20,20,9.372069454,A+
3309,20,1,2,17.73387174,9,1,1,1,1,29,20,20,20,20,9.82,A+
3310,20,0,1,19.21056033,21,0,1,0,0,30,20,20,20,20,9.58,A+
3311,20,1,1,14.92505265,28,0,2,0,0,27,19,19,20,20,9.26724765,A+
3312,20,0,2,5.309820421,8,0,4,0,0,20,15,15,20,4,7.154028481,B
3313,20,0,3,8.12048319,28,0,4,1,1,22,16,16,19,20,7.566489978,B
3314,20,0,0,17.66240762,4,0,1,0,0,29,20,20,20,20,9.92,A+
3315,20,1,1,10.87393629,7,0,3,0,0,24,17,17,18,17,8.631901285,A
3316,20,0,3,13.02101546,10,1,2,0,0,26,18,18,19,20,9.178275307,A+
3317,20,1,0,5.897289445,0,1,2,0,0,21,15,15,18,8,7.495910028,B
3318,20,1,1,10.64299073,20,0,3,1,1,24,17,17,18,13,8.355024802,A
3319,20,0,4,8.009461605,9,0,2,1,1,22,16,16,18,10,7.870064311,B
3320,20,0,2,15.28775814,0,0,4,1,1,27,19,19,20,20,9.994377539,A+
3321,20,1,1,12.44423686,25,0,3,1,1,25,18,18,20,17,8.786956997,A
3322,20,0,0,12.9271634,29,0,3,0,0,26,18,18,17,19,8.781458625,A
3323,20,1,0,11.87520559,21,0,1,1,1,25,17,17,14,19,8.633288704,A
3324,20,0,1,20.09363994,6,0,1,0,0,30,20,20,20,20,9.88,A+
3325,20,1,3,8.562546391,27,0,2,0,0,23,16,16,16,10,7.60124959,B
3326,20,1,2,13.25922182,13,1,3,1,1,26,18,18,17,18,9.234232112,A+
3327,20,1,2,16.67138129,4,0,4,1,1,28,19,19,20,20,9.92,A+
3328,20,1,3,13.88424643,16,1,2,1,1,26,18,18,18,20,9.328770799,A+
3329,20,0,2,19.67365822,21,0,3,1,1,30,20,20,20,20,9.58,A+
3330,20,0,1,11.10172998,25,0,2,1,1,24,17,17,19,16,8.368844135,A
3331,20,1,2,12.43495698,20,1,1,0,0,25,18,18,19,16,8.855345778,A
3332,20,1,3,6.599236014,5,0,3,1,1,21,16,16,5,20,7.641340273,B
3333,20,0,3,14.69554173,15,1,3,1,1,27,18,18,20,20,9.576084942,A+
3334,20,0,0,9.705519509,10,0,1,1,1,23,17,17,12,14,8.326239238,A
3335,20,0,2,7.715918392,9,0,2,1,1,22,16,16,19,17,7.810495008,B
3336,20,0,2,13.692709,14,0,2,0,0,26,18,18,18,19,9.217372816,A+
3337,20,0,3,13.5026041,6,0,1,1,1,26,18,18,19,18,9.365576952,A+
3338,20,0,1,6.402447752,22,1,4,0,0,21,16,16,13,15,7.219934967,B
3339,20,1,2,16.0833515,1,1,2,1,1,28,19,19,20,20,9.98,A+
3340,20,0,3,14.92534519,11,1,1,0,0,27,19,19,20,20,9.694067406,A+
3341,20,0,2,8.162491065,18,0,1,0,0,22,16,16,8,9,7.695359975,B
3342,20,1,2,12.5245423,11,0,4,0,0,25,18,18,17,20,8.999508482,A
3343,20,0,0,16.42724537,15,0,3,0,0,28,19,19,20,20,9.7,A+
3344,20,0,1,13.4578893,5,0,3,0,0,26,18,18,17,19,9.3470212,A+
3345,20,0,1,11.37427452,2,1,0,0,0,25,17,17,19,19,8.880985351,A
3346,20,0,3,10.23637601,1,0,3,0,0,24,17,17,19,15,8.635502103,A
3347,20,0,1,14.71723793,19,0,2,0,0,27,18,18,20,20,9.389348155,A+
3348,20,1,2,19.83057975,4,0,3,0,0,30,20,20,20,20,9.92,A+
3349,20,0,2,15.67158641,10,1,4,0,0,28,19,19,20,20,9.8,A+
3350,20,1,1,6.384936279,25,1,1,1,1,21,15,15,10,15,7.158060174,B
3351,20,1,2,12.38843292,24,0,2,0,0,25,18,18,17,20,8.680046475,A
3352,20,0,2,19.07948649,2,0,0,0,0,30,20,20,20,20,9.96,A+
3353,20,1,3,6.691637735,2,0,2,0,0,21,16,16,4,5,7.630494693,B
3354,20,0,2,20.6047333,21,0,1,0,0,30,20,20,20,20,9.58,A+
3355,20,1,2,19.9855239,4,1,4,1,1,30,20,20,20,20,9.92,A+
3356,20,1,1,6.439825256,21,0,2,0,0,21,16,16,3,5,7.184512928,B
3357,20,0,3,19.74198498,22,0,3,0,0,30,20,20,20,20,9.56,A+
3358,20,0,1,10.8709514,10,0,3,0,0,24,17,17,20,14,8.569266195,A
3359,20,0,2,18.3621426,2,0,4,1,1,30,20,20,20,20,9.96,A+
3360,20,0,1,11.73040748,12,1,2,1,1,25,17,17,19,18,8.846112105,A
3361,20,0,3,12.07996842,20,0,2,0,0,25,18,18,18,20,8.682458081,A
3362,20,1,2,15.08822586,7,0,0,0,0,27,19,19,20,20,9.703321373,A+
3363,20,1,2,17.26964874,19,1,0,0,0,29,19,19,20,20,9.62,A+
3364,20,1,1,5.747831237,9,0,3,1,1,21,15,15,5,20,7.288333742,B
3365,20,1,2,14.44909326,1,1,0,0,0,27,18,18,19,19,9.700517415,A+
3366,20,1,2,8.126957686,3,0,2,0,0,22,16,16,14,11,7.964045651,B
3367,20,1,2,10.60365917,17,0,0,0,0,24,17,17,17,14,8.317266012,A
3368,20,1,1,10.63506814,18,0,3,0,0,24,17,17,13,16,8.338896333,A
3369,20,0,4,12.5187164,3,0,2,0,0,25,18,18,19,20,9.136653117,A+
3370,20,0,3,10.41989974,19,0,1,0,0,24,17,17,20,16,8.252548163,A
3371,20,1,1,6.892284065,25,0,1,0,0,21,16,16,13,16,7.250670991,B
3372,20,1,3,7.487558155,8,0,2,0,0,22,16,16,10,15,7.699661862,B
3373,20,0,2,5.742368664,15,0,3,0,0,21,15,15,10,17,7.121194132,B
3374,20,0,2,12.53720799,25,0,2,0,0,25,18,18,18,16,8.692391341,A
3375,20,0,1,20.06918636,5,1,3,1,1,30,20,20,20,20,9.9,A+
3376,20,0,2,7.02161459,24,0,1,1,1,21,16,16,5,8,7.271921194,B
3377,20,1,2,19.94189211,3,0,0,1,1,30,20,20,20,20,9.94,A+
3378,20,0,2,16.63006801,8,1,0,1,1,28,19,19,20,20,9.84,A+
3379,20,1,2,15.13887027,26,0,2,0,0,27,19,19,20,20,9.362203634,A+
3380,20,1,2,15.25987619,12,0,3,0,0,27,19,19,20,20,9.685232987,A+
3381,20,1,2,18.08243009,8,0,1,1,1,29,20,20,20,20,9.84,A+
3382,20,0,0,6.885420113,5,0,3,0,0,21,16,16,5,14,7.603015057,B
3383,20,0,3,13.07395614,20,0,2,0,0,26,18,18,19,18,8.938348719,A
3384,20,1,2,16.06586215,18,1,4,0,0,28,19,19,20,20,9.64,A+
3385,20,1,1,14.35054026,13,1,3,0,0,27,18,18,19,20,9.525179417,A+
3386,20,1,1,18.17656333,20,0,3,1,1,29,20,20,20,20,9.6,A+
3387,20,0,2,6.346448807,14,0,2,0,0,9,15,15,8,5,7.232163131,B
3388,20,1,3,15.96646061,2,0,4,1,1,28,19,19,20,20,9.96,A+
3389,20,0,1,13.52932025,4,1,4,0,0,26,18,18,18,18,9.497865828,A+
3390,20,1,2,11.12028011,20,0,2,0,0,24,17,17,18,18,8.425397429,A
3391,20,1,0,10.51538861,17,0,2,0,0,24,17,17,20,16,8.379541779,A
3392,20,1,2,14.87961873,13,0,2,0,0,27,19,19,20,20,9.554884548,A+
